Date,HomeTeam,AwayTeam,FTR,season,home_odds,draw_odds,away_odds,goals_scored,goals_conceded,ELO,matchDay,avg_goals_scored,avg_goals_conceded,points,avg_points_game,elo_change_trend,goals_scored_trend,goals_conceded_trend,goals_scored_away,goals_conceded_away,ELO_away,matchDay_away,avg_goals_scored_away,avg_goals_conceded_away,points_away,avg_points_game_away,elo_change_trend_away,goals_scored_trend_away,goals_conceded_trend_away
2018-05-13,Burnley,Bournemouth,A,2018,2.2,3.5,3.41,36,39,1055.96,38,0.947,1.026,54,1.421,-37.19,0.4,1.6,45,61,964.22,38,1.184,1.605,44,1.158,-13.81,0.4,1.4
2018-05-13,Crystal Palace,West Brom,H,2018,1.75,3.79,4.8,45,55,991.86,38,1.184,1.447,44,1.158,43.6,2.0,0.6,31,56,905.71,38,0.816,1.474,31,0.816,53.87,1.0,0.4
2018-05-13,Huddersfield,Arsenal,A,2018,5.7,4.33,1.58,28,58,909.0,38,0.737,1.526,37,0.974,12.6,0.4,0.6,74,51,1098.15,38,1.947,1.342,63,1.658,5.85,2.2,1.2
2018-05-13,Liverpool,Brighton,H,2018,1.19,7.65,16.5,84,38,1127.27,38,2.211,1.0,75,1.974,-12.94,1.0,0.6,34,54,958.78,38,0.895,1.421,40,1.053,20.27,0.6,0.8
2018-05-13,Man United,Watford,H,2018,1.36,5.25,8.5,68,28,1170.51,38,1.789,0.737,81,2.132,-3.02,0.8,0.4,44,64,915.73,38,1.158,1.684,41,1.079,-3.82,0.4,0.8
2018-05-13,Newcastle,Chelsea,H,2018,6.0,4.1,1.6,39,47,969.6,38,1.026,1.237,44,1.158,-35.98,0.2,1.0,62,38,1139.82,38,1.632,1.0,70,1.842,19.22,1.0,0.4
2018-05-13,Southampton,Man City,A,2018,7.5,4.78,1.42,37,56,945.62,38,0.974,1.474,36,0.947,32.26,0.8,0.4,106,27,1247.76,38,2.789,0.711,100,2.632,6.47,2.4,0.4
2018-05-13,Swansea,Stoke,A,2018,1.9,3.75,4.2,28,56,910.78,38,0.737,1.474,33,0.868,-33.23,0.0,1.6,35,68,927.65,38,0.921,1.789,33,0.868,2.01,0.6,0.8
2018-05-13,Tottenham,Leicester,H,2018,1.33,5.75,9.25,74,36,1129.77,38,1.947,0.947,77,2.026,-9.95,0.8,0.4,56,60,1011.4,38,1.474,1.579,47,1.237,-33.13,0.6,1.6
2018-05-13,West Ham,Everton,H,2018,2.4,3.4,3.1,48,68,993.22,38,1.263,1.789,42,1.105,4.28,0.8,1.6,44,58,1003.75,38,1.158,1.526,49,1.289,16.24,1.0,0.4
2018-08-10,Man United,Leicester,H,2019,1.57,3.93,7.5,2,1,1160.21,1,2.0,1.0,3,3.0,,,,1,2,1131.37,1,1.0,2.0,0,0.0,,,
2018-08-11,Bournemouth,Cardiff,H,2019,1.9,3.6,4.5,2,0,976.64,1,2.0,0.0,3,3.0,,,,0,2,962.18,1,0.0,2.0,0,0.0,,,
2018-08-11,Fulham,Crystal Palace,A,2019,2.5,3.38,2.95,0,2,984.64,1,0.0,2.0,0,0.0,,,,2,0,1015.36,1,2.0,0.0,3,3.0,,,
2018-08-11,Huddersfield,Chelsea,A,2019,6.41,4.0,1.58,0,3,900.16,1,0.0,3.0,0,0.0,,,,3,0,944.23,1,3.0,0.0,3,3.0,,,
2018-08-11,Newcastle,Tottenham,A,2019,3.83,3.5,2.05,1,2,959.35,1,1.0,2.0,0,0.0,,,,2,1,988.67,1,2.0,1.0,3,3.0,,,
2018-08-11,Watford,Brighton,H,2019,2.38,3.2,3.33,2,0,933.27,1,2.0,0.0,3,3.0,,,,0,2,922.63,1,0.0,2.0,0,0.0,,,
2018-08-11,Wolves,Everton,D,2019,2.36,3.3,3.28,2,2,997.2,1,2.0,2.0,1,1.0,,,,2,2,1002.8,1,2.0,2.0,1,1.0,,,
2018-08-12,Arsenal,Man City,A,2019,3.9,3.8,1.93,0,2,1072.43,1,0.0,2.0,0,0.0,,,,2,0,1095.4,1,2.0,0.0,3,3.0,,,
2018-08-12,Liverpool,West Ham,H,2019,1.25,6.5,13.0,4,0,1126.45,1,4.0,0.0,3,3.0,,,,0,4,1091.18,1,0.0,4.0,0,0.0,,,
2018-08-12,Southampton,Burnley,D,2019,1.85,3.5,4.8,0,0,948.51,1,0.0,0.0,1,1.0,,,,0,0,958.5,1,0.0,0.0,1,1.0,,,
2018-08-18,Cardiff,Newcastle,D,2019,3.25,3.1,2.5,0,2,959.41,2,0.0,1.0,1,0.5,,,,1,2,962.12,2,0.5,1.0,1,0.5,,,
2018-08-18,Chelsea,Arsenal,H,2019,1.8,3.84,4.5,6,2,955.56,2,3.0,1.0,6,3.0,,,,2,5,1061.1,2,1.0,2.5,0,0.0,,,
2018-08-18,Everton,Southampton,H,2019,1.91,3.5,4.6,4,3,1008.98,2,2.0,1.5,4,2.0,,,,1,2,942.33,2,0.5,1.0,1,0.5,,,
2018-08-18,Leicester,Wolves,H,2019,2.05,3.5,3.81,3,2,1136.17,2,1.5,1.0,3,1.5,,,,2,4,992.4,2,1.0,2.0,1,0.5,,,
2018-08-18,Tottenham,Fulham,H,2019,1.28,6.0,11.96,5,2,997.22,2,2.5,1.0,6,3.0,,,,1,5,976.09,2,0.5,2.5,0,0.0,,,
2018-08-18,West Ham,Bournemouth,A,2019,2.1,3.6,3.7,1,6,1074.84,2,0.5,3.0,0,0.0,,,,4,1,992.98,2,2.0,0.5,6,3.0,,,
2018-08-19,Brighton,Man United,H,2019,5.5,3.6,1.75,3,4,936.98,2,1.5,2.0,3,1.5,,,,4,4,1145.86,2,2.0,2.0,3,1.5,,,
2018-08-19,Burnley,Watford,A,2019,2.4,3.1,3.36,1,3,942.52,2,0.5,1.5,1,0.5,,,,5,1,949.25,2,2.5,0.5,6,3.0,,,
2018-08-19,Man City,Huddersfield,H,2019,1.08,12.39,31.0,8,1,1102.36,2,4.0,0.5,6,3.0,,,,1,9,893.2,2,0.5,4.5,0,0.0,,,
2018-08-20,Crystal Palace,Liverpool,A,2019,7.0,5.0,1.44,2,2,1003.5,2,1.0,1.0,3,1.5,,,,6,0,1138.31,2,3.0,0.0,6,3.0,,,
2018-08-25,Arsenal,West Ham,H,2019,1.36,5.5,8.67,5,6,1069.96,3,1.667,2.0,3,1.0,,,,2,9,1065.98,3,0.667,3.0,0,0.0,,,
2018-08-25,Bournemouth,Everton,D,2019,2.6,3.58,2.75,6,3,990.61,3,2.0,1.0,7,2.333,,,,6,5,1011.35,3,2.0,1.667,5,1.667,,,
2018-08-25,Huddersfield,Cardiff,D,2019,2.34,3.1,3.55,1,9,892.44,3,0.333,3.0,1,0.333,,,,0,2,960.17,3,0.0,0.667,2,0.667,,,
2018-08-25,Liverpool,Brighton,H,2019,1.15,8.5,19.0,7,0,1141.4,3,2.333,0.0,9,3.0,,,,3,5,933.89,3,1.0,1.667,3,1.0,,,
2018-08-25,Southampton,Leicester,A,2019,2.4,3.25,3.18,2,4,934.49,3,0.667,1.333,1,0.333,,,,5,3,1144.01,3,1.667,1.0,6,2.0,,,
2018-08-25,Wolves,Man City,D,2019,11.0,6.25,1.27,3,5,992.55,3,1.0,1.667,2,0.667,,,,9,2,1102.21,3,3.0,0.667,7,2.333,,,
2018-08-26,Fulham,Burnley,H,2019,2.0,3.35,4.1,5,7,983.81,3,1.667,2.333,3,1.0,,,,3,7,934.8,3,1.0,2.333,1,0.333,,,
2018-08-26,Newcastle,Chelsea,A,2019,5.49,4.0,1.67,2,4,948.61,3,0.667,1.333,1,0.333,,,,8,3,969.07,3,2.667,1.0,9,3.0,,,
2018-08-26,Watford,Crystal Palace,H,2019,2.55,3.3,2.95,7,2,958.45,3,2.333,0.667,9,3.0,,,,3,4,994.3,3,1.0,1.333,3,1.0,,,
2018-08-27,Man United,Tottenham,A,2019,2.6,3.3,2.9,4,7,1122.27,3,1.333,2.333,3,1.0,,,,8,2,1020.81,3,2.667,0.667,9,3.0,,,
2018-09-01,Brighton,Fulham,D,2019,2.24,3.4,3.4,5,7,932.57,4,1.25,1.75,4,1.0,,,,7,9,985.13,4,1.75,2.25,4,1.0,,,
2018-09-01,Chelsea,Bournemouth,H,2019,1.3,6.0,10.48,10,3,978.47,4,2.5,0.75,12,3.0,,,,6,5,981.21,4,1.5,1.25,7,1.75,,,
2018-09-01,Crystal Palace,Southampton,A,2019,2.0,3.4,4.1,3,6,977.24,4,0.75,1.5,3,0.75,,,,4,4,951.55,4,1.0,1.0,4,1.0,,,
2018-09-01,Everton,Huddersfield,D,2019,1.53,4.0,7.5,7,6,1005.87,4,1.75,1.5,6,1.5,,,,2,10,897.92,4,0.5,2.5,2,0.5,,,
2018-09-01,Leicester,Liverpool,A,2019,7.5,4.75,1.45,6,5,1130.11,4,1.5,1.25,6,1.5,,,,9,1,1155.3,4,2.25,0.25,12,3.0,,,
2018-09-01,Man City,Newcastle,H,2019,1.12,10.43,26.0,11,3,1106.12,4,2.75,0.75,10,2.5,,,,3,6,944.7,4,0.75,1.5,1,0.25,,,
2018-09-01,West Ham,Wolves,A,2019,2.5,3.4,2.87,2,10,1050.57,4,0.5,2.5,0,0.0,,,,4,5,1007.96,4,1.0,1.25,5,1.25,,,
2018-09-02,Burnley,Man United,A,2019,6.0,3.75,1.65,3,9,925.67,4,0.75,2.25,1,0.25,,,,6,7,1131.4,4,1.5,1.75,6,1.5,,,
2018-09-02,Cardiff,Arsenal,A,2019,6.34,4.33,1.56,2,5,949.92,4,0.5,1.25,2,0.5,,,,8,8,1080.21,4,2.0,2.0,6,1.5,,,
2018-09-02,Watford,Tottenham,H,2019,5.5,4.2,1.64,9,3,967.85,4,2.25,0.75,12,3.0,,,,9,4,1011.41,4,2.25,1.0,9,2.25,,,
2018-09-15,Bournemouth,Leicester,H,2019,2.43,3.4,3.0,10,7,994.7,5,2.0,1.4,10,2.0,,,,8,9,1116.62,5,1.6,1.8,6,1.2,,,
2018-09-15,Chelsea,Cardiff,H,2019,1.18,7.4,18.5,14,4,987.97,5,2.8,0.8,15,3.0,,,,3,9,940.42,5,0.6,1.8,2,0.4,,,
2018-09-15,Huddersfield,Crystal Palace,A,2019,3.25,3.1,2.45,2,11,886.98,5,0.4,2.2,2,0.4,,,,4,6,988.18,5,0.8,1.2,6,1.2,,,
2018-09-15,Man City,Fulham,H,2019,1.12,10.0,20.82,14,3,1112.34,5,2.8,0.6,13,2.6,,,,7,12,978.91,5,1.4,2.4,4,0.8,,,
2018-09-15,Newcastle,Arsenal,A,2019,4.1,3.75,1.91,4,8,935.23,5,0.8,1.6,1,0.2,,,,10,9,1089.68,5,2.0,1.8,9,1.8,,,
2018-09-15,Tottenham,Liverpool,A,2019,3.0,3.6,2.3,10,6,1001.98,5,2.0,1.2,9,1.8,,,,11,2,1164.73,5,2.2,0.4,15,3.0,,,
2018-09-15,Watford,Man United,A,2019,4.2,3.6,1.91,10,5,959.1,5,2.0,1.0,12,2.4,,,,8,8,1140.15,5,1.6,1.6,9,1.8,,,
2018-09-16,Everton,West Ham,A,2019,2.05,3.6,3.74,8,9,991.88,5,1.6,1.8,6,1.2,,,,5,11,1064.56,5,1.0,2.2,3,0.6,,,
2018-09-16,Wolves,Burnley,H,2019,1.75,3.6,5.75,5,5,1013.48,5,1.0,1.0,8,1.6,,,,3,10,920.15,5,0.6,2.0,1,0.2,,,
2018-09-17,Southampton,Brighton,D,2019,2.1,3.3,3.9,6,6,948.4,5,1.2,1.2,5,1.0,,,,7,9,935.72,5,1.4,1.8,5,1.0,,,
2018-09-22,Brighton,Tottenham,A,2019,4.99,3.9,1.75,8,11,924.3,6,1.333,1.833,5,0.833,,,,12,7,1013.4,6,2.0,1.167,12,2.0,,,
2018-09-22,Burnley,Bournemouth,H,2019,2.9,3.38,2.55,7,10,937.05,6,1.167,1.667,4,0.667,,,,10,11,977.8,6,1.667,1.833,10,1.667,,,
2018-09-22,Cardiff,Man City,A,2019,20.0,8.0,1.16,3,14,922.35,6,0.5,2.333,2,0.333,,,,19,3,1130.41,6,3.167,0.5,16,2.667,,,
2018-09-22,Crystal Palace,Newcastle,D,2019,2.15,3.38,3.75,4,6,984.13,6,0.667,1.0,7,1.167,,,,4,8,939.28,6,0.667,1.333,2,0.333,,,
2018-09-22,Fulham,Watford,D,2019,2.5,3.45,2.9,8,13,975.67,6,1.333,2.167,5,0.833,,,,11,6,962.34,6,1.833,1.0,13,2.167,,,
2018-09-22,Leicester,Huddersfield,H,2019,1.62,3.9,6.25,11,10,1119.75,6,1.833,1.667,9,1.5,,,,3,14,883.85,6,0.5,2.333,2,0.333,,,
2018-09-22,Liverpool,Southampton,H,2019,1.2,7.28,15.97,14,2,1168.66,6,2.333,0.333,18,3.0,,,,6,9,944.47,6,1.0,1.5,5,0.833,,,
2018-09-22,Man United,Wolves,D,2019,1.57,4.1,6.5,9,9,1134.27,6,1.5,1.5,10,1.667,,,,6,6,1019.36,6,1.0,1.0,9,1.5,,,
2018-09-23,Arsenal,Everton,H,2019,1.45,4.93,7.0,12,9,1095.4,6,2.0,1.5,12,2.0,,,,8,11,986.16,6,1.333,1.833,6,1.0,,,
2018-09-23,West Ham,Chelsea,D,2019,6.0,4.41,1.57,5,11,1059.82,6,0.833,1.833,4,0.667,,,,14,4,992.71,6,2.333,0.667,16,2.667,,,
2018-09-29,Arsenal,Watford,H,2019,1.45,4.85,6.75,14,9,1100.31,7,2.0,1.286,15,2.143,34.3,2.0,0.8,11,8,957.43,7,1.571,1.143,13,1.857,13.09,1.2,1.0
2018-09-29,Chelsea,Liverpool,D,2019,2.83,3.51,2.54,15,5,994.64,7,2.143,0.714,17,2.429,37.15,1.6,0.4,15,3,1166.73,7,2.143,0.429,19,2.714,30.35,1.6,0.4
2018-09-29,Everton,Fulham,H,2019,1.75,4.05,4.75,11,11,996.27,7,1.571,1.571,9,1.286,-22.82,0.8,1.6,8,16,965.56,7,1.143,2.286,5,0.714,-0.42,1.4,1.6
2018-09-29,Huddersfield,Tottenham,A,2019,7.5,4.5,1.47,3,16,873.04,7,0.429,2.286,2,0.286,-9.35,0.4,1.0,14,7,1024.21,7,2.0,1.0,15,2.143,16.18,1.4,1.0
2018-09-29,Man City,Brighton,H,2019,1.1,12.0,29.0,21,3,1133.88,7,3.0,0.429,19,2.714,28.05,2.2,0.4,8,13,920.83,7,1.143,1.857,5,0.714,-12.68,1.0,1.4
2018-09-29,Newcastle,Leicester,A,2019,2.6,3.25,2.9,4,10,929.91,7,0.571,1.429,2,0.286,-22.84,0.6,1.2,13,10,1129.12,7,1.857,1.429,12,1.714,-16.42,1.6,1.6
2018-09-29,West Ham,Man United,H,2019,4.3,3.75,1.85,8,12,1070.61,7,1.143,1.714,7,1.0,-15.02,0.8,1.0,10,12,1123.48,7,1.429,1.714,10,1.429,-11.59,1.0,1.0
2018-09-29,Wolves,Southampton,H,2019,1.85,3.5,4.75,8,6,1025.83,7,1.143,0.857,12,1.714,26.96,0.8,0.4,6,11,938.0,7,0.857,1.571,5,0.714,2.14,1.0,1.4
2018-09-30,Cardiff,Burnley,A,2019,2.55,3.1,3.13,4,16,909.52,7,0.571,2.286,2,0.286,-37.06,0.6,2.4,9,11,949.88,7,1.286,1.571,7,1.0,-5.47,1.2,1.4
2018-10-01,Bournemouth,Crystal Palace,H,2019,2.25,3.5,3.27,12,12,985.59,7,1.714,1.714,13,1.857,-15.18,1.2,2.0,5,8,976.34,7,0.714,1.143,7,1.0,-19.37,0.4,0.8
2018-10-05,Brighton,West Ham,H,2019,2.7,3.3,2.87,9,13,932.84,8,1.125,1.625,8,1.0,-13.06,1.0,1.6,8,13,1058.6,8,1.0,1.625,7,0.875,4.63,1.2,0.6
2018-10-06,Burnley,Huddersfield,D,2019,2.15,3.05,4.1,10,12,945.39,8,1.25,1.5,8,1.0,15.08,1.2,0.8,4,17,877.53,8,0.5,2.125,3,0.375,-19.4,0.4,1.4
2018-10-06,Crystal Palace,Wolves,A,2019,2.9,3.2,2.62,5,9,964.32,8,0.625,1.125,7,0.875,-17.96,0.4,0.8,9,6,1037.85,8,1.125,0.75,15,1.875,33.28,1.0,0.2
2018-10-06,Leicester,Everton,A,2019,2.2,3.4,3.49,14,12,1112.35,8,1.75,1.5,12,1.5,-14.89,1.6,1.4,13,12,1013.04,8,1.625,1.5,12,1.5,-15.08,1.0,1.2
2018-10-06,Man United,Newcastle,H,2019,1.45,4.5,8.5,13,14,1126.71,8,1.625,1.75,13,1.625,1.21,1.2,1.0,6,13,926.68,8,0.75,1.625,2,0.25,-18.7,0.4,1.2
2018-10-06,Tottenham,Cardiff,H,2019,1.22,6.5,13.0,15,7,1029.01,8,1.875,0.875,18,2.25,3.4,1.2,1.0,4,17,904.72,8,0.5,2.125,2,0.25,-50.65,0.8,2.8
2018-10-06,Watford,Bournemouth,A,2019,2.15,3.59,3.5,11,12,935.9,8,1.375,1.5,13,1.625,-1.02,0.8,1.2,16,12,1007.12,8,2.0,1.5,16,2.0,-5.02,1.2,1.8
2018-10-07,Fulham,Arsenal,A,2019,5.0,4.33,1.67,9,21,949.19,8,1.125,2.625,5,0.625,-18.25,0.6,1.8,19,10,1116.68,8,2.375,1.25,18,2.25,30.35,1.8,0.6
2018-10-07,Liverpool,Man City,D,2019,2.54,3.56,2.8,15,3,1162.71,8,1.875,0.375,20,2.5,25.33,1.6,0.6,21,3,1137.9,8,2.625,0.375,20,2.5,31.67,2.4,0.2
2018-10-07,Southampton,Chelsea,A,2019,6.0,4.1,1.61,6,14,921.84,8,0.75,1.75,5,0.625,3.51,0.8,1.4,18,5,1010.8,8,2.25,0.625,20,2.5,25.57,1.4,0.4
2018-10-20,Bournemouth,Southampton,D,2019,2.0,3.6,3.75,16,12,1002.32,9,1.778,1.333,17,1.889,25.91,2.0,1.4,6,14,926.64,9,0.667,1.556,6,0.667,-29.71,0.4,2.0
2018-10-20,Cardiff,Fulham,H,2019,2.5,3.45,2.9,8,19,915.06,9,0.889,2.111,5,0.556,-45.2,0.4,2.4,11,25,938.85,9,1.222,2.778,5,0.556,-35.94,0.4,2.4
2018-10-20,Chelsea,Man United,D,2019,1.73,3.85,5.01,20,7,1011.06,9,2.222,0.778,21,2.333,32.33,1.6,0.4,15,16,1126.45,9,1.667,1.778,14,1.556,-4.69,1.4,1.4
2018-10-20,Huddersfield,Liverpool,A,2019,11.0,5.36,1.3,4,18,872.1,9,0.444,2.0,3,0.333,-20.39,0.4,1.4,16,3,1168.14,9,1.778,0.333,23,2.556,7.41,1.2,0.4
2018-10-20,Man City,Burnley,H,2019,1.07,13.0,31.0,26,3,1144.81,9,2.889,0.333,23,2.556,31.78,2.0,0.0,10,17,938.48,9,1.111,1.889,8,0.889,19.72,1.4,0.6
2018-10-20,Newcastle,Brighton,A,2019,2.2,3.2,3.8,6,14,913.61,9,0.667,1.556,2,0.222,-18.02,0.6,1.4,10,13,945.91,9,1.111,1.444,11,1.222,0.27,0.8,1.2
2018-10-20,West Ham,Tottenham,A,2019,4.07,3.8,1.91,8,14,1044.24,9,0.889,1.556,7,0.778,8.03,1.2,0.6,16,7,1043.37,9,1.778,0.778,21,2.333,17.6,1.2,0.6
2018-10-20,Wolves,Watford,A,2019,1.75,3.65,5.25,9,8,1019.6,9,1.0,0.889,15,1.667,29.89,1.0,0.2,13,12,954.15,9,1.444,1.333,16,1.778,-31.95,0.4,1.8
2018-10-21,Everton,Crystal Palace,H,2019,1.85,3.6,4.66,15,12,1020.23,9,1.667,1.333,15,1.667,7.17,1.2,1.2,5,11,957.13,9,0.556,1.222,7,0.778,-12.92,0.4,0.6
2018-10-22,Arsenal,Leicester,H,2019,1.53,4.36,6.25,22,11,1124.82,9,2.444,1.222,21,2.333,36.47,2.2,0.4,15,15,1104.21,9,1.667,1.667,12,1.333,-17.76,1.6,1.4
2018-10-27,Brighton,Wolves,H,2019,3.2,3.19,2.45,11,13,955.67,10,1.1,1.3,14,1.4,10.19,0.6,0.8,9,9,1009.84,10,0.9,0.9,15,1.5,6.12,0.8,0.6
2018-10-27,Fulham,Bournemouth,A,2019,2.85,3.75,2.4,11,28,922.95,10,1.1,2.8,5,0.5,-40.06,0.8,2.6,19,12,1018.22,10,1.9,1.2,20,2.0,7.62,1.2,1.0
2018-10-27,Leicester,West Ham,D,2019,2.1,3.45,3.75,16,16,1099.73,10,1.6,1.6,13,1.3,-12.41,1.4,1.2,9,15,1048.72,10,0.9,1.5,8,0.8,-20.32,0.6,0.6
2018-10-27,Liverpool,Cardiff,H,2019,1.11,10.86,27.28,20,4,1171.43,10,2.0,0.4,26,2.6,3.41,1.0,0.2,9,23,911.77,10,0.9,2.3,5,0.5,-25.36,1.0,2.0
2018-10-27,Southampton,Newcastle,D,2019,2.1,3.25,3.9,6,14,923.71,10,0.6,1.4,7,0.7,-21.76,0.0,1.6,6,14,916.54,10,0.6,1.4,3,0.3,-21.62,0.4,1.2
2018-10-27,Watford,Huddersfield,H,2019,1.75,3.6,5.25,16,12,961.96,10,1.6,1.2,19,1.9,-4.95,0.6,1.4,4,21,864.29,10,0.4,2.1,3,0.3,-14.88,0.4,1.4
2018-10-28,Burnley,Chelsea,A,2019,10.84,4.8,1.36,10,21,919.19,10,1.0,2.1,8,0.8,18.33,1.4,1.4,24,7,1030.35,10,2.4,0.7,24,2.4,23.09,1.2,0.6
2018-10-28,Crystal Palace,Arsenal,D,2019,4.56,4.1,1.76,7,13,958.94,10,0.7,1.3,8,0.8,-31.05,0.2,1.0,24,13,1123.01,10,2.4,1.3,22,2.2,35.14,2.4,0.4
2018-10-28,Man United,Everton,H,2019,1.73,3.8,5.16,17,17,1131.2,10,1.7,1.7,17,1.7,-13.7,1.4,1.6,16,14,1015.48,10,1.6,1.4,15,1.5,28.35,1.4,0.6
2018-10-29,Tottenham,Man City,A,2019,4.75,4.1,1.74,16,8,1032.63,10,1.6,0.8,21,2.1,41.39,1.2,0.2,27,3,1155.55,10,2.7,0.3,26,2.6,32.47,2.4,0.0
2018-11-03,Arsenal,Liverpool,D,2019,3.8,3.77,2.0,25,14,1121.12,11,2.273,1.273,23,2.091,27.61,2.4,0.8,21,5,1173.32,11,1.909,0.455,27,2.455,2.77,1.2,0.4
2018-11-03,Bournemouth,Man United,A,2019,3.6,3.6,2.1,20,14,1007.89,11,1.818,1.273,20,1.818,40.42,1.8,0.2,19,18,1141.53,11,1.727,1.636,20,1.818,-3.07,1.6,1.6
2018-11-03,Cardiff,Leicester,A,2019,3.6,3.3,2.15,9,24,903.86,11,0.818,2.182,5,0.455,-10.58,1.2,1.8,17,16,1107.64,11,1.545,1.455,16,1.455,-20.02,1.0,1.2
2018-11-03,Everton,Brighton,H,2019,1.6,3.9,6.5,19,15,1022.36,11,1.727,1.364,18,1.636,29.32,1.6,0.6,12,16,948.79,11,1.091,1.455,14,1.273,31.37,0.6,0.4
2018-11-03,Newcastle,Watford,H,2019,2.75,3.25,2.75,7,14,925.58,11,0.636,1.273,6,0.545,-22.74,0.4,1.2,16,13,952.92,11,1.455,1.182,19,1.727,-0.38,1.0,1.2
2018-11-03,West Ham,Burnley,H,2019,1.75,3.7,5.25,13,17,1053.81,11,1.182,1.545,11,1.0,-11.1,0.8,0.8,12,25,914.1,11,1.091,2.273,8,0.727,-17.86,0.6,2.2
2018-11-03,Wolves,Tottenham,A,2019,3.1,3.36,2.45,11,12,996.98,11,1.0,1.091,15,1.364,-9.52,0.6,0.6,19,10,1045.49,11,1.727,0.909,24,2.182,19.23,0.8,0.2
2018-11-04,Chelsea,Crystal Palace,H,2019,1.27,6.0,11.5,27,8,1036.88,11,2.455,0.727,27,2.455,37.64,2.0,0.6,8,16,952.41,11,0.727,1.455,8,0.727,-25.19,0.6,1.4
2018-11-04,Man City,Southampton,H,2019,1.11,10.04,27.35,33,4,1161.24,11,3.0,0.364,29,2.636,25.14,1.6,0.0,7,20,918.02,11,0.636,1.818,7,0.636,-20.76,0.0,1.0
2018-11-05,Huddersfield,Fulham,H,2019,2.3,3.4,3.3,5,21,873.86,11,0.455,1.909,6,0.545,-19.56,0.2,1.4,11,29,913.38,11,1.0,2.636,5,0.455,-52.72,0.6,3.0
2018-11-10,Cardiff,Brighton,H,2019,2.6,3.13,3.1,11,25,912.93,12,0.917,2.083,8,0.667,-5.66,1.0,1.6,13,18,939.72,12,1.083,1.5,14,1.167,27.96,0.8,0.6
2018-11-10,Crystal Palace,Tottenham,A,2019,4.5,3.7,1.83,8,17,941.7,12,0.667,1.417,8,0.667,-23.93,0.6,1.6,20,10,1056.2,12,1.667,0.833,27,2.25,21.28,1.0,0.6
2018-11-10,Huddersfield,West Ham,D,2019,3.4,3.25,2.33,6,22,876.22,12,0.5,1.833,7,0.583,0.82,0.4,1.0,14,18,1051.45,12,1.167,1.5,12,1.0,-16.8,1.0,1.0
2018-11-10,Leicester,Burnley,D,2019,1.5,4.33,7.0,17,16,1100.74,12,1.417,1.333,17,1.417,-21.48,0.8,1.2,12,25,921.0,12,1.0,2.083,9,0.75,-35.78,0.6,2.8
2018-11-10,Newcastle,Bournemouth,H,2019,2.89,3.4,2.6,9,15,935.65,12,0.75,1.25,9,0.75,-4.33,0.6,0.8,21,16,997.82,12,1.75,1.333,20,1.667,22.3,1.6,0.4
2018-11-10,Southampton,Watford,D,2019,2.5,3.3,3.09,8,21,916.35,12,0.667,1.75,8,0.667,-19.98,0.2,1.8,17,14,954.59,12,1.417,1.167,20,1.667,-4.51,1.0,1.0
2018-11-11,Arsenal,Wolves,D,2019,1.65,4.15,5.41,26,15,1115.32,12,2.167,1.25,24,2.0,20.81,2.2,1.0,12,13,1002.78,12,1.0,1.083,16,1.333,-28.85,0.6,1.2
2018-11-11,Chelsea,Everton,D,2019,1.4,5.0,8.0,27,8,1033.62,12,2.25,0.667,28,2.333,42.24,2.4,0.6,19,15,1025.62,12,1.583,1.25,19,1.583,26.09,1.6,0.8
2018-11-11,Liverpool,Fulham,H,2019,1.11,11.0,24.65,23,5,1175.95,12,1.917,0.417,30,2.5,6.59,1.2,0.4,11,31,910.75,12,0.917,2.583,5,0.417,-52.18,0.6,2.6
2018-11-11,Man City,Man United,H,2019,1.39,5.25,8.32,36,5,1168.8,12,3.0,0.417,32,2.667,27.36,2.4,0.2,20,21,1133.97,12,1.667,1.75,20,1.667,18.05,1.8,1.2
2018-11-24,Brighton,Leicester,D,2019,2.88,3.2,2.65,14,19,941.4,13,1.077,1.462,15,1.154,6.88,0.8,1.0,18,17,1099.06,13,1.385,1.308,18,1.385,-11.61,0.6,0.8
2018-11-24,Everton,Cardiff,H,2019,1.42,4.75,8.61,20,15,1030.46,13,1.538,1.154,22,1.692,12.58,1.2,0.6,11,26,908.09,13,0.846,2.0,8,0.615,8.21,1.4,1.6
2018-11-24,Fulham,Southampton,H,2019,2.62,3.4,2.78,14,33,918.71,13,1.077,2.538,8,0.615,-38.44,0.4,2.0,10,24,908.39,13,0.769,1.846,8,0.615,-5.49,0.4,1.4
2018-11-24,Man United,Crystal Palace,D,2019,1.4,4.8,8.0,20,21,1127.05,13,1.538,1.615,21,1.615,7.26,1.4,1.4,8,17,948.62,13,0.615,1.308,9,0.692,-22.62,0.6,1.6
2018-11-24,Tottenham,Chelsea,H,2019,2.8,3.5,2.55,23,11,1064.0,13,1.769,0.846,30,2.308,27.19,1.0,0.6,28,11,1025.82,13,2.154,0.846,28,2.154,22.82,1.8,0.6
2018-11-24,Watford,Liverpool,A,2019,6.25,4.33,1.57,17,17,944.72,13,1.308,1.308,20,1.538,18.69,1.2,0.4,26,5,1185.82,13,2.0,0.385,33,2.538,13.24,1.6,0.4
2018-11-24,West Ham,Man City,A,2019,12.2,6.5,1.25,14,22,1033.78,13,1.077,1.692,12,0.923,-7.15,1.2,1.0,40,5,1186.47,13,3.077,0.385,35,2.692,30.9,3.0,0.4
