Date,HomeTeam,AwayTeam,FTR,season,home_odds,draw_odds,away_odds,goals_scored,goals_conceded,ELO,matchDay,avg_goals_scored,avg_goals_conceded,points,avg_points_game,elo_change_trend,goals_scored_trend,goals_conceded_trend,goals_scored_away,goals_conceded_away,ELO_away,matchDay_away,avg_goals_scored_away,avg_goals_conceded_away,points_away,avg_points_game_away,elo_change_trend_away,goals_scored_trend_away,goals_conceded_trend_away
2016-05-15,Newcastle,Tottenham,H,2016,4.5,4.0,1.79,44,65,945.58,38,1.158,1.711,37,0.974,16.12,0.8,0.6,69,35,1095.97,38,1.816,0.921,70,1.842,-5.39,1.6,1.0
2016-05-15,Southampton,Crystal Palace,H,2016,1.34,5.5,9.25,59,41,1074.76,38,1.553,1.079,63,1.658,35.19,2.2,1.2,39,51,933.49,38,1.026,1.342,42,1.105,0.83,0.6,1.0
2016-05-15,Stoke,West Ham,H,2016,3.48,3.6,2.15,41,55,972.16,38,1.079,1.447,51,1.342,-38.21,0.4,2.2,65,51,1055.15,38,1.711,1.342,62,1.632,5.61,2.0,1.4
2016-05-15,Swansea,Man City,D,2016,6.0,4.75,1.52,42,52,991.75,38,1.105,1.368,47,1.237,14.43,1.4,1.8,71,41,1071.62,38,1.868,1.079,66,1.737,-5.59,1.8,1.4
2016-05-15,Watford,Sunderland,D,2016,2.05,3.75,3.7,40,50,947.71,38,1.053,1.316,45,1.184,-19.11,1.2,2.2,48,62,971.58,38,1.263,1.632,39,1.026,26.02,1.4,0.6
2016-05-15,West Brom,Liverpool,D,2016,2.4,3.6,2.97,34,48,953.96,38,0.895,1.263,43,1.132,-10.83,0.4,1.4,63,50,1057.11,38,1.658,1.316,60,1.579,-16.63,1.2,1.2
2016-05-17,Man United,Bournemouth,H,2016,1.67,4.1,5.2,49,35,1060.37,38,1.289,0.921,66,1.737,6.15,1.2,0.8,45,67,931.96,38,1.184,1.763,42,1.105,-36.81,0.8,1.8
2016-08-13,Burnley,Swansea,A,2017,2.5,3.2,2.95,0,1,986.56,1,0.0,1.0,0,0.0,,,,1,0,1013.44,1,1.0,0.0,3,3.0,,,
2016-08-13,Crystal Palace,West Brom,A,2017,2.05,3.29,4.0,0,1,927.03,1,0.0,1.0,0,0.0,,,,1,0,959.24,1,1.0,0.0,3,3.0,,,
2016-08-13,Everton,Tottenham,D,2017,3.2,3.4,2.4,1,1,977.82,1,1.0,1.0,1,1.0,,,,1,1,985.17,1,1.0,1.0,1,1.0,,,
2016-08-13,Hull,Leicester,H,2017,4.4,3.5,1.95,2,1,1007.56,1,2.0,1.0,3,3.0,,,,1,2,992.44,1,1.0,2.0,0,0.0,,,
2016-08-13,Man City,Sunderland,H,2017,1.25,6.48,13.15,2,1,1071.67,1,2.0,1.0,3,3.0,,,,1,2,1050.8,1,1.0,2.0,0,0.0,,,
2016-08-13,Middlesbrough,Stoke,D,2017,2.33,3.2,3.4,1,1,997.2,1,1.0,1.0,1,1.0,,,,1,1,1002.8,1,1.0,1.0,1,1.0,,,
2016-08-13,Southampton,Watford,D,2017,1.8,3.6,4.64,1,1,1064.14,1,1.0,1.0,1,1.0,,,,1,1,1063.7,1,1.0,1.0,1,1.0,,,
2016-08-14,Arsenal,Liverpool,A,2017,2.4,3.44,3.0,3,4,1069.24,1,3.0,4.0,0,0.0,,,,4,3,1088.7,1,4.0,3.0,3,3.0,,,
2016-08-14,Bournemouth,Man United,A,2017,4.7,3.6,1.85,1,3,923.79,1,1.0,3.0,0,0.0,,,,3,1,959.87,1,3.0,1.0,3,3.0,,,
2016-08-15,Chelsea,West Ham,H,2017,1.65,4.0,5.5,2,1,1028.48,1,2.0,1.0,3,3.0,,,,1,2,1011.48,1,1.0,2.0,0,0.0,,,
2016-08-19,Man United,Southampton,H,2017,1.53,4.33,7.5,5,1,971.98,2,2.5,0.5,6,3.0,,,,1,3,1052.03,2,0.5,1.5,1,0.5,,,
2016-08-20,Burnley,Liverpool,H,2017,7.0,4.2,1.55,2,1,998.5,2,1.0,0.5,3,1.5,,,,4,5,1076.76,2,2.0,2.5,3,1.5,,,
2016-08-20,Leicester,Arsenal,D,2017,2.88,3.6,2.5,1,2,991.68,2,0.5,1.0,1,0.5,,,,3,4,1070.0,2,1.5,2.0,1,0.5,,,
2016-08-20,Stoke,Man City,A,2017,5.4,3.8,1.71,2,5,986.85,2,1.0,2.5,1,0.5,,,,6,2,1087.62,2,3.0,1.0,6,3.0,,,
2016-08-20,Swansea,Hull,A,2017,1.8,3.6,5.0,1,2,997.86,2,0.5,1.0,3,1.5,,,,4,1,1023.14,2,2.0,0.5,6,3.0,,,
2016-08-20,Tottenham,Crystal Palace,H,2017,1.47,4.64,7.91,2,1,991.3,2,1.0,0.5,4,2.0,,,,0,2,920.9,2,0.0,1.0,0,0.0,,,
2016-08-20,Watford,Chelsea,A,2017,5.5,3.74,1.73,2,3,1049.19,2,1.0,1.5,1,0.5,,,,4,2,1042.99,2,2.0,1.0,6,3.0,,,
2016-08-20,West Brom,Everton,A,2017,3.0,3.2,2.6,2,2,946.41,2,1.0,1.0,3,1.5,,,,3,2,990.65,2,1.5,1.0,4,2.0,,,
2016-08-21,Sunderland,Middlesbrough,A,2017,2.6,3.2,3.06,2,4,1035.88,2,1.0,2.0,0,0.0,,,,3,2,1012.12,2,1.5,1.0,4,2.0,,,
2016-08-21,West Ham,Bournemouth,H,2017,1.95,3.6,4.0,2,2,1016.88,2,1.0,1.0,3,1.5,,,,1,4,918.39,2,0.5,2.0,0,0.0,,,
2016-08-27,Chelsea,Burnley,H,2017,1.25,6.0,14.35,7,2,1051.71,3,2.333,0.667,9,3.0,,,,2,4,989.78,3,0.667,1.333,3,1.0,,,
2016-08-27,Crystal Palace,Bournemouth,D,2017,2.35,3.3,3.3,1,3,918.25,3,0.333,1.0,1,0.333,,,,2,5,921.04,3,0.667,1.667,1,0.333,,,
2016-08-27,Everton,Stoke,H,2017,1.73,3.75,5.25,4,2,998.13,3,1.333,0.667,7,2.333,,,,2,6,979.37,3,0.667,2.0,1,0.333,,,
2016-08-27,Hull,Man United,A,2017,8.0,4.5,1.45,4,2,1008.35,3,1.333,0.667,6,2.0,,,,6,1,986.77,3,2.0,0.333,9,3.0,,,
2016-08-27,Leicester,Swansea,H,2017,1.73,3.75,5.25,3,3,999.43,3,1.0,1.0,4,1.333,,,,2,4,990.11,3,0.667,1.333,3,1.0,,,
2016-08-27,Southampton,Sunderland,D,2017,1.61,3.9,6.5,2,4,1048.69,3,0.667,1.333,2,0.667,,,,3,5,1039.22,3,1.0,1.667,1,0.333,,,
2016-08-27,Tottenham,Liverpool,D,2017,2.4,3.4,2.9,3,2,990.78,3,1.0,0.667,5,1.667,,,,5,6,1077.28,3,1.667,2.0,4,1.333,,,
2016-08-27,Watford,Arsenal,A,2017,5.0,3.75,1.73,3,6,1034.31,3,1.0,2.0,1,0.333,,,,6,5,1084.88,3,2.0,1.667,4,1.333,,,
2016-08-28,Man City,West Ham,H,2017,1.28,6.0,10.91,9,3,1094.01,3,3.0,1.0,9,3.0,,,,3,5,1010.49,3,1.0,1.667,3,1.0,,,
2016-08-28,West Brom,Middlesbrough,D,2017,2.6,3.1,3.1,2,2,945.49,3,0.667,0.667,4,1.333,,,,3,2,1013.04,3,1.0,0.667,5,1.667,,,
2016-09-10,Arsenal,Southampton,H,2017,1.57,4.2,6.15,8,6,1091.29,4,2.0,1.5,7,1.75,,,,3,6,1042.28,4,0.75,1.5,2,0.5,,,
2016-09-10,Bournemouth,West Brom,H,2017,2.05,3.25,4.14,3,5,929.49,4,0.75,1.25,4,1.0,,,,2,3,937.04,4,0.5,0.75,4,1.0,,,
2016-09-10,Burnley,Hull,D,2017,2.44,3.14,3.3,3,5,987.48,4,0.75,1.25,4,1.0,,,,5,3,1010.65,4,1.25,0.75,7,1.75,,,
2016-09-10,Liverpool,Leicester,H,2017,1.68,4.0,5.5,9,7,1084.82,4,2.25,1.75,7,1.75,,,,4,7,991.89,4,1.0,1.75,4,1.0,,,
2016-09-10,Man United,Man City,A,2017,2.38,3.25,3.4,7,3,976.37,4,1.75,0.75,9,2.25,,,,11,4,1104.41,4,2.75,1.0,12,3.0,,,
2016-09-10,Middlesbrough,Crystal Palace,A,2017,2.3,3.2,3.5,4,4,997.28,4,1.0,1.0,5,1.25,,,,3,4,934.01,4,0.75,1.0,4,1.0,,,
2016-09-10,Stoke,Tottenham,A,2017,4.6,3.6,1.85,2,10,956.95,4,0.5,2.5,1,0.25,,,,7,2,1013.2,4,1.75,0.5,8,2.0,,,
2016-09-10,West Ham,Watford,A,2017,1.9,3.5,4.5,5,9,995.83,4,1.25,2.25,3,0.75,,,,7,8,1048.97,4,1.75,2.0,4,1.0,,,
2016-09-11,Swansea,Chelsea,D,2017,5.75,4.0,1.65,4,6,988.95,4,1.0,1.5,4,1.0,,,,9,4,1052.87,4,2.25,1.0,10,2.5,,,
2016-09-12,Sunderland,Everton,A,2017,3.75,3.5,2.1,3,8,1019.07,4,0.75,2.0,1,0.25,,,,7,2,1018.28,4,1.75,0.5,10,2.5,,,
2016-09-16,Chelsea,Liverpool,A,2017,2.28,3.5,3.4,10,6,1040.14,5,2.0,1.2,10,2.0,,,,11,8,1097.55,5,2.2,1.6,10,2.0,,,
2016-09-17,Everton,Middlesbrough,H,2017,1.65,3.8,6.0,10,3,1026.24,5,2.0,0.6,13,2.6,,,,5,7,989.32,5,1.0,1.4,5,1.0,,,
2016-09-17,Hull,Arsenal,A,2017,6.0,4.1,1.6,6,7,995.13,5,1.2,1.4,7,1.4,,,,12,7,1106.81,5,2.4,1.4,10,2.0,,,
2016-09-17,Leicester,Burnley,H,2017,1.5,4.33,8.0,7,7,1002.2,5,1.4,1.4,7,1.4,,,,3,8,977.17,5,0.6,1.6,4,0.8,,,
2016-09-17,Man City,Bournemouth,H,2017,1.28,6.24,12.0,15,4,1110.5,5,3.0,0.8,15,3.0,,,,3,9,923.4,5,0.6,1.8,4,0.8,,,
2016-09-17,West Brom,West Ham,H,2017,2.8,3.2,2.75,6,5,947.74,5,1.2,1.0,7,1.4,,,,7,13,985.13,5,1.4,2.6,3,0.6,,,
2016-09-18,Crystal Palace,Stoke,H,2017,2.05,3.4,4.0,7,5,945.56,5,1.4,1.0,7,1.4,,,,3,14,945.4,5,0.6,2.8,1,0.2,,,
2016-09-18,Southampton,Swansea,H,2017,1.7,3.8,5.5,4,6,1048.39,5,0.8,1.2,5,1.0,,,,4,7,982.84,5,0.8,1.4,4,0.8,,,
2016-09-18,Tottenham,Sunderland,H,2017,1.33,5.5,10.0,8,2,1020.88,5,1.6,0.4,11,2.2,,,,3,9,1011.39,5,0.6,1.8,1,0.2,,,
2016-09-18,Watford,Man United,H,2017,6.0,4.1,1.62,10,9,1055.42,5,2.0,1.8,7,1.4,,,,8,6,969.92,5,1.6,1.2,9,1.8,,,
2016-09-24,Arsenal,Chelsea,H,2017,2.4,3.49,3.1,15,7,1114.6,6,2.5,1.167,13,2.167,,,,10,9,1032.35,6,1.667,1.5,10,1.667,,,
2016-09-24,Bournemouth,Everton,H,2017,3.6,3.46,2.15,4,9,934.06,6,0.667,1.5,7,1.167,,,,10,4,1015.58,6,1.667,0.667,13,2.167,,,
2016-09-24,Liverpool,Hull,H,2017,1.23,6.95,13.0,16,9,1105.94,6,2.667,1.5,13,2.167,,,,7,12,986.74,6,1.167,2.0,7,1.167,,,
2016-09-24,Man United,Leicester,H,2017,1.7,3.9,5.39,12,7,981.69,6,2.0,1.167,12,2.0,,,,8,11,990.43,6,1.333,1.833,7,1.167,,,
2016-09-24,Middlesbrough,Tottenham,A,2017,3.8,3.48,2.1,6,9,976.76,6,1.0,1.5,5,0.833,,,,10,3,1033.44,6,1.667,0.5,14,2.333,,,
2016-09-24,Stoke,West Brom,D,2017,2.3,3.3,3.3,4,15,942.8,6,0.667,2.5,2,0.333,,,,7,6,950.34,6,1.167,1.0,8,1.333,,,
2016-09-24,Sunderland,Crystal Palace,A,2017,2.8,3.3,2.7,5,12,996.28,6,0.833,2.0,1,0.167,,,,10,7,960.67,6,1.667,1.167,10,1.667,,,
2016-09-24,Swansea,Man City,A,2017,9.0,5.31,1.38,5,10,971.63,6,0.833,1.667,4,0.667,,,,18,5,1121.71,6,3.0,0.833,18,3.0,,,
2016-09-25,West Ham,Southampton,A,2017,2.8,3.3,2.7,7,16,969.03,6,1.167,2.667,3,0.5,,,,7,6,1064.49,6,1.167,1.0,8,1.333,,,
2016-09-26,Burnley,Watford,H,2017,2.9,3.21,2.65,5,8,988.36,6,0.833,1.333,7,1.167,,,,10,11,1044.23,6,1.667,1.833,7,1.167,,,
2016-09-30,Everton,Crystal Palace,D,2017,1.75,3.88,5.0,11,5,1011.42,7,1.571,0.714,14,2.0,24.93,1.4,0.4,11,8,964.83,7,1.571,1.143,11,1.571,39.77,2.0,1.0
2016-10-01,Hull,Chelsea,A,2017,7.5,4.5,1.5,7,14,972.84,7,1.0,2.0,7,1.0,-36.4,0.6,2.2,12,9,1046.25,7,1.714,1.286,13,1.857,-10.64,1.2,1.4
2016-10-01,Sunderland,West Brom,D,2017,2.5,3.24,3.2,6,13,992.38,7,0.857,1.857,2,0.286,-39.6,0.6,1.6,8,7,954.24,7,1.143,1.0,9,1.286,3.93,1.0,0.8
2016-10-01,Swansea,Liverpool,A,2017,8.0,4.75,1.45,6,12,962.05,7,0.857,1.714,4,0.571,-26.23,0.8,1.6,18,10,1115.52,7,2.571,1.429,16,2.286,29.18,2.4,0.8
2016-10-01,Watford,Bournemouth,D,2017,2.38,3.3,3.25,12,13,1038.85,7,1.714,1.857,8,1.143,-4.96,1.6,1.6,6,11,939.44,7,0.857,1.571,8,1.143,15.67,0.6,1.0
2016-10-01,West Ham,Middlesbrough,D,2017,2.2,3.4,3.6,8,17,966.51,7,1.143,2.429,4,0.571,-47.85,1.0,2.8,7,10,979.28,7,1.0,1.429,6,0.857,-35.36,0.6,1.4
2016-10-02,Burnley,Arsenal,A,2017,9.5,5.0,1.38,5,9,978.5,7,0.714,1.286,7,1.0,-10.14,0.6,1.4,16,7,1124.46,7,2.286,1.0,16,2.286,44.6,2.4,0.6
2016-10-02,Leicester,Southampton,D,2017,2.24,3.38,3.5,8,11,989.61,7,1.143,1.571,8,1.143,-1.25,1.4,1.8,7,6,1065.31,7,1.0,0.857,9,1.286,12.46,1.2,0.6
2016-10-02,Man United,Stoke,D,2017,1.33,5.5,10.61,13,8,977.99,7,1.857,1.143,13,1.857,9.71,1.4,1.2,5,16,946.5,7,0.714,2.286,3,0.429,-44.05,0.4,2.0
2016-10-02,Tottenham,Man City,H,2017,3.0,3.5,2.48,12,3,1044.77,7,1.714,0.429,17,2.429,42.14,1.6,0.4,18,7,1110.38,7,2.571,1.0,18,2.571,34.09,2.4,0.6
2016-10-15,Arsenal,Swansea,H,2017,1.28,6.15,12.0,19,9,1128.18,8,2.375,1.125,19,2.375,39.58,2.0,0.4,8,15,958.33,8,1.0,1.875,4,0.5,-28.06,0.8,1.6
2016-10-15,Bournemouth,Hull,H,2017,1.83,3.5,4.99,12,12,957.95,8,1.5,1.5,11,1.375,18.4,0.8,1.2,8,20,954.33,8,1.0,2.5,7,0.875,-35.51,0.6,2.4
2016-10-15,Chelsea,Leicester,H,2017,1.58,4.33,6.25,15,9,1054.56,8,1.875,1.125,16,2.0,-5.46,1.0,1.4,8,14,981.3,8,1.0,1.75,8,1.0,-9.82,1.0,1.6
2016-10-15,Crystal Palace,West Ham,A,2017,2.15,3.5,3.7,11,9,951.53,8,1.375,1.125,11,1.375,46.58,2.0,1.0,9,17,979.81,8,1.125,2.125,7,0.875,-43.98,1.0,2.4
2016-10-15,Man City,Everton,D,2017,1.5,4.73,6.82,19,8,1105.08,8,2.375,1.0,19,2.375,16.37,1.8,0.8,12,6,1016.72,8,1.5,0.75,15,1.875,13.29,1.4,0.6
2016-10-15,Stoke,Sunderland,H,2017,1.98,3.51,4.0,7,16,956.75,8,0.875,2.0,6,0.75,-32.87,0.6,2.0,6,15,982.13,8,0.75,1.875,2,0.25,-46.84,0.6,1.6
2016-10-15,West Brom,Tottenham,D,2017,5.5,3.8,1.73,9,8,953.97,8,1.125,1.0,10,1.25,8.75,1.2,1.0,13,4,1045.04,8,1.625,0.5,18,2.25,53.99,1.8,0.2
2016-10-16,Middlesbrough,Watford,A,2017,2.3,3.27,3.6,7,11,967.54,8,0.875,1.375,6,0.75,-33.76,0.8,1.6,13,13,1050.59,8,1.625,1.625,11,1.375,4.54,1.8,1.4
2016-10-16,Southampton,Burnley,H,2017,1.4,4.8,10.0,10,7,1071.36,8,1.25,0.875,12,1.5,16.62,1.0,0.4,6,12,972.45,8,0.75,1.5,7,0.875,-11.28,0.6,1.0
2016-10-17,Liverpool,Man United,D,2017,2.19,3.5,3.54,18,10,1109.49,8,2.25,1.25,17,2.125,38.24,2.6,0.8,13,8,984.02,8,1.625,1.0,14,1.75,-8.78,1.4,1.4
2016-10-22,Arsenal,Middlesbrough,D,2017,1.25,6.25,13.0,19,9,1121.75,9,2.111,1.0,20,2.222,36.89,2.2,0.6,7,11,973.97,9,0.778,1.222,7,0.778,-29.74,0.6,1.4
2016-10-22,Bournemouth,Tottenham,D,2017,4.1,3.6,1.95,12,12,957.57,9,1.333,1.333,12,1.333,28.46,1.8,1.4,13,4,1045.42,9,1.444,0.444,19,2.111,31.84,1.2,0.4
2016-10-22,Burnley,Everton,H,2017,6.0,3.8,1.67,8,13,981.3,9,0.889,1.444,10,1.111,-15.03,0.6,1.4,13,8,1007.87,9,1.444,0.889,15,1.667,-1.56,1.0,0.8
2016-10-22,Hull,Stoke,A,2017,3.1,3.3,2.5,8,22,939.19,9,0.889,2.444,7,0.778,-56.32,0.6,3.4,9,16,971.89,9,1.0,1.778,9,1.0,-0.2,1.0,1.2
2016-10-22,Leicester,Crystal Palace,H,2017,2.05,3.42,4.0,11,15,989.12,9,1.222,1.667,11,1.222,-10.59,0.8,1.4,12,12,943.71,9,1.333,1.333,11,1.222,17.52,1.6,1.0
2016-10-22,Liverpool,West Brom,H,2017,1.29,6.0,12.0,20,11,1113.36,9,2.222,1.222,20,2.222,24.67,1.8,0.6,10,10,950.1,9,1.111,1.111,10,1.111,16.93,1.4,1.0
2016-10-22,Swansea,Watford,D,2017,2.3,3.3,3.25,8,15,958.09,9,0.889,1.667,5,0.556,-30.62,0.8,1.8,13,13,1050.83,9,1.444,1.444,12,1.333,1.62,1.2,1.0
2016-10-22,West Ham,Sunderland,H,2017,1.7,4.0,5.5,10,17,987.49,9,1.111,1.889,10,1.111,-16.02,0.8,1.6,6,16,974.45,9,0.667,1.778,2,0.222,-36.94,0.6,1.4
2016-10-23,Chelsea,Man United,H,2017,2.2,3.31,3.6,19,9,1064.29,9,2.111,1.0,19,2.111,1.69,1.2,1.0,13,12,974.29,9,1.444,1.333,14,1.556,7.65,1.2,1.0
2016-10-23,Man City,Southampton,D,2017,1.5,4.5,7.0,20,9,1101.19,9,2.222,1.0,20,2.222,0.67,1.6,0.8,11,8,1075.25,9,1.222,0.889,13,1.444,29.08,1.4,0.2
2016-10-29,Crystal Palace,Liverpool,A,2017,5.0,3.92,1.75,14,16,933.99,10,1.4,1.6,11,1.1,-1.85,1.0,1.4,24,13,1123.08,10,2.4,1.3,23,2.3,15.81,1.8,0.6
2016-10-29,Man United,Burnley,D,2017,1.2,6.5,17.0,13,12,971.74,10,1.3,1.2,15,1.5,4.37,1.0,1.2,8,13,983.85,10,0.8,1.3,11,1.1,4.13,1.0,1.0
2016-10-29,Middlesbrough,Bournemouth,H,2017,2.5,3.13,3.19,9,11,982.2,10,0.9,1.1,10,1.0,-15.35,0.4,0.8,12,14,949.34,10,1.2,1.4,12,1.2,34.17,1.8,0.6
2016-10-29,Sunderland,Arsenal,A,2017,8.25,5.0,1.4,7,20,961.71,10,0.7,2.0,2,0.2,-36.94,0.6,1.4,23,10,1134.49,10,2.3,1.0,23,2.3,14.94,1.4,0.4
2016-10-29,Tottenham,Leicester,D,2017,1.64,4.0,5.85,14,5,1041.16,10,1.4,0.5,20,2.0,24.54,1.0,0.4,12,16,993.38,10,1.2,1.6,12,1.2,-13.08,0.8,1.6
2016-10-29,Watford,Hull,H,2017,1.75,3.72,5.5,14,13,1055.63,10,1.4,1.3,15,1.5,-4.59,0.6,0.8,8,23,934.39,10,0.8,2.3,7,0.7,-55.94,0.4,3.0
2016-10-29,West Brom,Man City,A,2017,7.58,4.57,1.45,10,14,934.6,10,1.0,1.4,10,1.0,2.36,0.8,1.0,24,9,1116.69,10,2.4,0.9,23,2.3,-9.31,1.0,1.0
2016-10-30,Everton,West Ham,H,2017,1.8,3.8,4.6,15,8,1015.88,10,1.5,0.8,18,1.8,-18.37,0.6,1.0,10,19,979.48,10,1.0,1.9,10,1.0,2.36,0.6,0.8
2016-10-30,Southampton,Chelsea,A,2017,3.2,3.37,2.4,11,10,1059.33,10,1.1,1.0,13,1.3,26.86,1.4,0.4,21,9,1080.21,10,2.1,0.9,22,2.2,24.15,1.8,0.6
2016-10-31,Stoke,Swansea,H,2017,2.05,3.52,3.8,12,17,980.2,10,1.2,1.7,12,1.2,26.49,1.2,0.4,9,18,949.78,10,0.9,1.8,5,0.5,-24.75,0.8,1.6
2016-11-05,Bournemouth,Sunderland,A,2017,1.65,4.0,5.75,13,16,936.37,11,1.182,1.455,12,1.091,15.28,1.6,1.0,9,21,974.68,11,0.818,1.909,5,0.455,-34.57,0.4,1.6
2016-11-05,Burnley,Crystal Palace,H,2017,3.3,3.3,2.35,11,15,990.19,11,1.0,1.364,14,1.273,-4.51,0.6,1.0,16,19,927.65,11,1.455,1.727,11,1.0,-26.68,0.8,1.8
2016-11-05,Chelsea,Everton,H,2017,1.55,4.33,6.5,26,9,1092.55,11,2.364,0.818,25,2.273,47.86,2.2,0.0,15,13,1003.54,11,1.364,1.182,18,1.636,0.3,1.0,0.8
2016-11-05,Man City,Middlesbrough,D,2017,1.22,7.0,14.75,25,10,1110.72,11,2.273,0.909,24,2.182,-5.02,1.2,0.8,10,12,988.17,11,0.909,1.091,11,1.0,5.44,0.6,0.4
2016-11-05,West Ham,Stoke,D,2017,2.0,3.53,4.0,11,20,976.75,11,1.0,1.818,11,1.0,10.45,0.6,0.6,13,18,982.93,11,1.182,1.636,13,1.182,37.4,1.6,0.4
2016-11-06,Arsenal,Tottenham,D,2017,1.95,3.59,4.2,24,11,1129.25,11,2.182,1.0,24,2.182,19.89,1.6,0.6,15,6,1046.4,11,1.364,0.545,21,1.909,7.72,0.8,0.4
2016-11-06,Hull,Southampton,H,2017,5.73,3.8,1.7,10,24,945.65,11,0.909,2.182,10,0.909,-52.35,0.2,2.2,12,12,1048.07,11,1.091,1.091,13,1.182,-5.16,0.8,0.8
2016-11-06,Leicester,West Brom,A,2017,1.78,3.6,5.25,13,18,978.48,11,1.182,1.636,12,1.091,2.95,0.8,1.0,12,15,949.5,11,1.091,1.364,13,1.182,-15.74,0.6,1.6
2016-11-06,Liverpool,Watford,H,2017,1.29,6.0,11.95,30,14,1135.05,11,2.727,1.273,26,2.364,17.14,1.6,0.8,15,19,1043.66,11,1.364,1.727,15,1.364,11.4,0.8,0.4
2016-11-06,Swansea,Man United,A,2017,5.0,4.0,1.73,10,21,935.26,11,0.909,1.909,5,0.455,-21.85,0.8,1.6,16,13,986.26,11,1.455,1.182,18,1.636,-9.95,0.2,1.0
2016-11-19,Crystal Palace,Man City,A,2017,6.28,4.5,1.53,17,21,919.56,12,1.417,1.75,11,0.917,-37.18,1.0,2.2,27,11,1118.81,12,2.25,0.917,27,2.25,0.34,1.4,0.6
2016-11-19,Everton,Swansea,D,2017,1.58,4.26,6.2,16,14,999.11,12,1.333,1.167,19,1.583,-7.88,0.8,1.6,11,22,939.69,12,0.917,1.833,6,0.5,-26.79,0.8,1.8
2016-11-19,Man United,Arsenal,D,2017,2.6,3.33,2.9,17,14,987.33,12,1.417,1.167,19,1.583,8.27,0.6,1.0,25,12,1128.18,12,2.083,1.0,25,2.083,4.79,1.6,0.8
2016-11-19,Southampton,Liverpool,D,2017,3.4,3.47,2.2,12,12,1047.43,12,1.0,1.0,14,1.167,-17.24,1.0,1.2,30,14,1135.69,12,2.5,1.167,27,2.25,19.53,2.4,0.8
2016-11-19,Stoke,Bournemouth,A,2017,2.26,3.4,3.49,13,19,968.35,12,1.083,1.583,13,1.083,36.43,1.6,0.4,14,16,950.95,12,1.167,1.333,15,1.25,-3.07,1.4,1.0
2016-11-19,Sunderland,Hull,H,2017,2.15,3.33,3.8,12,21,984.18,12,1.0,1.75,8,0.667,-17.7,0.6,1.6,10,27,936.15,12,0.833,2.25,10,0.833,-27.19,0.6,2.0
2016-11-19,Tottenham,West Ham,H,2017,1.5,4.35,7.0,18,8,1052.12,12,1.5,0.667,24,2.0,1.63,0.6,0.6,13,23,971.03,12,1.083,1.917,11,0.917,10.24,0.6,0.6
2016-11-19,Watford,Leicester,H,2017,2.8,3.3,2.7,17,20,1049.49,12,1.417,1.667,18,1.5,4.81,0.6,1.2,14,20,972.65,12,1.167,1.667,12,1.0,-11.13,1.0,1.4
2016-11-20,Middlesbrough,Chelsea,A,2017,6.5,4.2,1.56,10,13,977.68,12,0.833,1.083,11,0.917,8.89,0.6,0.4,27,9,1103.04,12,2.25,0.75,28,2.333,46.3,2.8,0.0
2016-11-21,West Brom,Burnley,H,2017,1.95,3.39,4.5,16,15,964.61,12,1.333,1.25,16,1.333,-4.74,0.8,1.6,11,19,975.08,12,0.917,1.583,14,1.167,11.69,1.2,1.2
2016-11-26,Burnley,Man City,A,2017,9.5,6.0,1.33,12,21,965.75,13,0.923,1.615,14,1.077,2.63,1.0,1.4,29,12,1128.14,13,2.231,0.923,30,2.308,13.73,1.6,0.6
2016-11-26,Chelsea,Tottenham,H,2017,1.75,3.8,5.0,29,10,1109.05,13,2.231,0.769,31,2.385,48.48,2.4,0.0,19,10,1046.11,13,1.462,0.769,24,1.846,7.08,1.0,0.8
2016-11-26,Hull,West Brom,D,2017,3.1,3.2,2.6,11,28,934.26,13,0.846,2.154,11,0.846,-18.18,0.4,1.4,17,16,966.5,13,1.308,1.231,17,1.308,10.64,1.4,1.4
2016-11-26,Leicester,Middlesbrough,D,2017,1.91,3.5,4.6,16,22,970.05,13,1.231,1.692,13,1.0,-8.65,1.2,1.2,12,15,980.28,13,0.923,1.154,12,0.923,10.14,0.6,0.4
2016-11-26,Liverpool,Sunderland,H,2017,1.19,8.0,16.06,32,14,1140.13,13,2.462,1.077,30,2.308,26.2,2.4,0.8,12,23,979.74,13,0.923,1.769,8,0.615,2.05,1.2,1.2
2016-11-26,Swansea,Crystal Palace,H,2017,2.63,3.32,2.9,16,26,946.89,13,1.231,2.0,9,0.692,-18.64,0.6,1.4,21,26,912.36,13,1.615,2.0,11,0.846,-31.97,1.2,2.4
2016-11-27,Arsenal,Bournemouth,H,2017,1.4,5.0,8.05,28,13,1132.15,13,2.154,1.0,28,2.154,0.0,1.2,0.6,15,19,946.98,13,1.154,1.462,15,1.154,-7.0,0.4,0.8
2016-11-27,Man United,West Ham,D,2017,1.45,4.6,7.46,18,15,984.16,13,1.385,1.154,20,1.538,3.31,0.8,1.2,14,24,974.2,13,1.077,1.846,12,0.923,-8.78,0.8,1.2
2016-11-27,Southampton,Everton,H,2017,2.19,3.35,3.7,13,12,1053.64,13,1.0,0.923,17,1.308,-23.93,0.4,1.0,16,15,992.9,13,1.231,1.154,19,1.462,-17.61,0.8,1.6
2016-11-27,Watford,Stoke,A,2017,2.4,3.3,3.2,17,21,1033.94,13,1.308,1.615,18,1.385,-1.1,0.8,1.4,14,19,983.9,13,1.077,1.462,16,1.231,11.6,1.2,0.6
